core.externalId,core.name,core.description,core.businessDescription,core.businessName,core.reference,esri.arcgis.custom.Copyright,esri.arcgis.custom.geometryType,esri.arcgis.custom.hasArchivedData,esri.arcgis.custom.MaxRecordCount,esri.arcgis.custom.supportedQueryFormats,esri.arcgis.custom.supportsAdvancedQueries,esri.arcgis.custom.supportsStatistics,esri.arcgis.custom.Type,core.technicalDescription
arcgis/CHboundary/District_Tiger_Lines/0,District Tiger Lines,"Layer id: 0<br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHboundary/District_Tiger_Lines/MapServer/0"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHboundary/District_Tiger_Lines/MapServer/0&source=sd"">ArcGIS Map Link</a>",,,FALSE,Copyright © 2023 State of California. California Department of Transportation (Caltrans),esriGeometryPolygon,False,2000,"JSON, geoJSON, PBF",True,True,Feature Layer,"<DIV STYLE=""text-align:Left;""><DIV><DIV><P><SPAN>The District boundary definitions are primarily based on the California county boundaries. The Board of Equalization (BOE) County and City Boundary web service is the authoritative source of County boundaries and this was used to digitize the district boundaries based on the data from March 2023. This data is solely for informational purposes. </SPAN><SPAN STYLE=""font-size:12pt"">District 9 has operating independent of the Central Region since November 1, 2015</SPAN><SPAN STYLE=""font-size:10pt"">. </SPAN><SPAN STYLE=""font-size:12pt"">Kern County remains the only split county in the state, between Districts 6 and 9 respectively</SPAN><SPAN STYLE=""font-size:10pt"">.</SPAN><SPAN> The BOE data was also used to create the district boundary layers along the coastline. </SPAN></P></DIV></DIV></DIV>"
arcgis/CHboundary/MPO_Boundaries/0,MPO_Boundaries,"Layer id: 0<br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHboundary/MPO_Boundaries/FeatureServer/0"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHboundary/MPO_Boundaries/FeatureServer/0&source=sd"">ArcGIS Map Link</a>",,,FALSE,This MPO GIS data was compiled by California Department of Transportation,esriGeometryPolygon,False,2000,"JSON, geoJSON, PBF",True,True,Feature Layer,"The list of California Metropolitan Planning Organization is current as of February 2013, provided by Division of Transportation Planning, Office of Regional and Interagency Planning. With the exception of Tahoe Metropolitan Planning Organization (TMPO), all of the MPO boundaries follow county boundaries. Four of these MPOs are multi-county; the other 13 all have a metropolitan area confined to a single county. This MPO feature class was created primarily based on Census 2010 county lines exclude the islands."
arcgis/CHboundary/MPO_Boundaries/0,MPO_Boundaries,"Layer id: 0<br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHboundary/MPO_Boundaries/MapServer/0"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHboundary/MPO_Boundaries/MapServer/0&source=sd"">ArcGIS Map Link</a>",,,FALSE,This MPO GIS data was compiled by California Department of Transportation,esriGeometryPolygon,False,2000,"JSON, geoJSON, PBF",True,True,Feature Layer,"The list of California Metropolitan Planning Organization is current as of February 2013, provided by Division of Transportation Planning, Office of Regional and Interagency Planning. With the exception of Tahoe Metropolitan Planning Organization (TMPO), all of the MPO boundaries follow county boundaries. Four of these MPOs are multi-county; the other 13 all have a metropolitan area confined to a single county. This MPO feature class was created primarily based on Census 2010 county lines exclude the islands."
arcgis/CHboundary/RTPA_Boundaries/0,RTPA_Boundaries,"Layer id: 0<br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHboundary/RTPA_Boundaries/FeatureServer/0"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHboundary/RTPA_Boundaries/FeatureServer/0&source=sd"">ArcGIS Map Link</a>",,,FALSE,,esriGeometryPolygon,False,2000,"JSON, geoJSON, PBF",True,True,Feature Layer,"The RTPA_2013 polygon feature class provides California Regional Transportation Planning Agencies (RTPA) legislative boundaries, primarily for regional planning applications.The list of California Transportation Planning Agencies is current as of February, 2014, provided by Division of Transportation Planning, Office of Regional and Interagency Planning.With the exception of Tahoe Regional Planning Agency (TRPA*), all of the RTPA boundaries follow county boundaries, some RTPA are multi-county. This feature class was created primarily based on 2010 Census county lines exclude the islands.*TRPA is actually a bi-state agency created by the U.S. Congress and a compact between California and Nevada. Federal laws and California and Nevada statutes govern it. TRPA is composed of parts of two counties in California, El Dorado and Placer, and two counties in Nevada. The portions of two California counties outside the Tahoe basin are part of the Sacramento Area Council of Governments (SACOG).Reference: CALCOG GUIDE TO REGIONAL PLANNING, AS REVISED BY SB 375 JANUARY 2009."
arcgis/CHboundary/RTPA_Boundaries/0,RTPA_Boundaries,"Layer id: 0<br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHboundary/RTPA_Boundaries/MapServer/0"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHboundary/RTPA_Boundaries/MapServer/0&source=sd"">ArcGIS Map Link</a>",,,FALSE,,esriGeometryPolygon,False,2000,"JSON, geoJSON, PBF",True,True,Feature Layer,"The RTPA_2013 polygon feature class provides California Regional Transportation Planning Agencies (RTPA) legislative boundaries, primarily for regional planning applications.The list of California Transportation Planning Agencies is current as of February, 2014, provided by Division of Transportation Planning, Office of Regional and Interagency Planning.With the exception of Tahoe Regional Planning Agency (TRPA*), all of the RTPA boundaries follow county boundaries, some RTPA are multi-county. This feature class was created primarily based on 2010 Census county lines exclude the islands.*TRPA is actually a bi-state agency created by the U.S. Congress and a compact between California and Nevada. Federal laws and California and Nevada statutes govern it. TRPA is composed of parts of two counties in California, El Dorado and Placer, and two counties in Nevada. The portions of two California counties outside the Tahoe basin are part of the Sacramento Area Council of Governments (SACOG).Reference: CALCOG GUIDE TO REGIONAL PLANNING, AS REVISED BY SB 375 JANUARY 2009."
arcgis/CHboundary/Senate_Districts/0,Senate_Districts,"Layer id: 0<br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHboundary/Senate_Districts/FeatureServer/0"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHboundary/Senate_Districts/FeatureServer/0&source=sd"">ArcGIS Map Link</a>",,,FALSE,"California Citizens Redistricting Commission, California State Senate",esriGeometryPolygon,False,2000,"JSON, geoJSON, PBF",True,True,Feature Layer,"<DIV STYLE=""text-align:Left;""><DIV><DIV><P><SPAN>The Senate Districts boundary layer was originally obtained from the California Citizens Redistricting Commission (https://www.wedrawthelinesca.org/final_maps). The current Senate Members’ information, Home Page, office address and phone number are temporarily updated according to the California State Senate Web Site (https://www.senate.ca.gov/senators) by Caltrans, DRISI, GIS Branch; until replaced when the authoritative data resource is updated accordingly. The next election date is scheduled for November 5, 2024.</SPAN></P><P><SPAN>Public Access Level: Public</SPAN></P></DIV></DIV></DIV>"
arcgis/CHboundary/Senate_Districts/0,Senate_Districts,"Layer id: 0<br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHboundary/Senate_Districts/MapServer/0"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHboundary/Senate_Districts/MapServer/0&source=sd"">ArcGIS Map Link</a>",,,FALSE,"California Citizens Redistricting Commission, California State Senate",esriGeometryPolygon,False,2000,"JSON, geoJSON, PBF",True,True,Feature Layer,"<DIV STYLE=""text-align:Left;""><DIV><DIV><P><SPAN>The Senate Districts boundary layer was originally obtained from the California Citizens Redistricting Commission (https://www.wedrawthelinesca.org/final_maps). The current Senate Members’ information, Home Page, office address and phone number are temporarily updated according to the California State Senate Web Site (https://www.senate.ca.gov/senators) by Caltrans, DRISI, GIS Branch; until replaced when the authoritative data resource is updated accordingly. The next election date is scheduled for November 5, 2024.</SPAN></P><P><SPAN>Public Access Level: Public</SPAN></P></DIV></DIV></DIV>"
arcgis/CHhighway/Agricultural_Inspection_Stations/0,Agricultural Inspection Stations,"Layer id: 0<br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Agricultural_Inspection_Stations/FeatureServer/0"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Agricultural_Inspection_Stations/FeatureServer/0&source=sd"">ArcGIS Map Link</a>",,,FALSE,"Caltrans Division of Maintenance, California Department of Food and Agriculture (CDFA), CDFA’s Division of Plant Health and Pest Prevention Services",esriGeometryPoint,False,2000,"JSON, geoJSON, PBF",True,True,Feature Layer,
arcgis/CHhighway/Agricultural_Inspection_Stations/0,Agricultural Inspection Stations,"Layer id: 0<br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Agricultural_Inspection_Stations/MapServer/0"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Agricultural_Inspection_Stations/MapServer/0&source=sd"">ArcGIS Map Link</a>",,,FALSE,"Caltrans Division of Maintenance, California Department of Food and Agriculture (CDFA), CDFA’s Division of Plant Health and Pest Prevention Services",esriGeometryPoint,False,2000,"JSON, geoJSON, PBF",True,True,Feature Layer,
arcgis/CHhighway/All_Roads/0,All Roads,"Layer id: 0<br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/All_Roads/FeatureServer/0"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/All_Roads/FeatureServer/0&source=sd"">ArcGIS Map Link</a>",,,FALSE,"Caltrans, Division of Research, Innovation and System Innovation, Office of Data Services and Technology, Linear Referencing Services (LRS) Branch",esriGeometryPolyline,False,2000,"JSON, geoJSON, PBF",True,True,Feature Layer,"<DIV STYLE=""text-align:Left;""><DIV><DIV><P><SPAN>The Federal Highway Administration (FHWA) requires all state DOT's to develop and submit a Linear Referencing System (LRS) network for all public roads in their respective states known as the All Roads Network of Linear Referenced Data (ARNOLD). This ARNOLD requirement is an integral part of each state’s federally mandated Highway Performance Monitoring System (HPMS) annual submittal. To meet the ARNOLD requirement, the Division of Research, Innovation and System Information (DRISI) has developed a representation of all roads in California using a combination of the Census Bureau’s Topologically Integrated Geographic Encoding and Reference (TIGER) files and previously developed line work representing the State Highway System. This data is published publicly.</SPAN></P></DIV></DIV></DIV>"
arcgis/CHhighway/All_Roads/0,All Roads,"Layer id: 0<br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/All_Roads/MapServer/0"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/All_Roads/MapServer/0&source=sd"">ArcGIS Map Link</a>",,,FALSE,"Caltrans, Division of Research, Innovation and System Innovation, Office of Data Services and Technology, Linear Referencing Services (LRS) Branch",esriGeometryPolyline,False,2000,"JSON, geoJSON, PBF",True,True,Feature Layer,"<DIV STYLE=""text-align:Left;""><DIV><DIV><P><SPAN>The Federal Highway Administration (FHWA) requires all state DOT's to develop and submit a Linear Referencing System (LRS) network for all public roads in their respective states known as the All Roads Network of Linear Referenced Data (ARNOLD). This ARNOLD requirement is an integral part of each state’s federally mandated Highway Performance Monitoring System (HPMS) annual submittal. To meet the ARNOLD requirement, the Division of Research, Innovation and System Information (DRISI) has developed a representation of all roads in California using a combination of the Census Bureau’s Topologically Integrated Geographic Encoding and Reference (TIGER) files and previously developed line work representing the State Highway System. This data is published publicly.</SPAN></P></DIV></DIV></DIV>"
arcgis/CHhighway/Bottlenecks/0,Bottlenecks,"Layer id: 0<br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Bottlenecks/FeatureServer/0"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Bottlenecks/FeatureServer/0&source=sd"">ArcGIS Map Link</a>",,,FALSE,Copyright © 2021 State of California,esriGeometryPolyline,False,2000,"JSON, geoJSON, PBF",True,True,Feature Layer,"Bottleneck Mapping is a subproject of the Mobility Performance Report, which is one of the products of the Mobility Performance Reporting and Analysis Program (MPRAP). The Mobility Performance Report is prepared by the California Department of Transportation (Caltrans) and District staff to provide detailed data about highway system performance related to congestion and mobility. Caltrans collects vehicle counts and calculates speeds at all hours of the day and all days of the week in major metropolitan areas throughout California via the Caltrans Performance Measurement System (PeMS--see Data Source tab). This information helps identify congestion bottlenecks and results in more cost-effective investments to improve the performance of the State Highway System."
arcgis/CHhighway/Bottlenecks/0,Bottlenecks,"Layer id: 0<br/><a href=""https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Bottlenecks/MapServer/0"">ArcGIS REST Services Directory Link</a><br/><a href=""https://www.arcgis.com/apps/mapviewer/index.html?url=https://caltrans-gis.dot.ca.gov/arcgis/rest/services/CHhighway/Bottlenecks/MapServer/0&source=sd"">ArcGIS Map Link</a>",,,FALSE,Copyright © 2021 State of California,esriGeometryPolyline,False,2000,"JSON, geoJSON, PBF",True,True,Feature Layer,"Bottleneck Mapping is a subproject of the Mobility Performance Report, which is one of the products of the Mobility Performance Reporting and Analysis Program (MPRAP). The Mobility Performance Report is prepared by the California Department of Transportation (Caltrans) and District staff to provide detailed data about highway system performance related to congestion and mobility. Caltrans collects vehicle counts and calculates speeds at all hours of the day and all days of the week in major metropolitan areas throughout California via the Caltrans Performance Measurement System (PeMS--see Data Source tab). This information helps identify congestion bottlenecks and results in more cost-effective investments to improve the performance of the State Highway System."
